-18000
0
2000
3000
4000
6000
7000
8000
9000
11000
13000
15000
16000
17000
19000
22000
24000
26000
29000
32000
35000
39000
43000
47000
51000
56000
61000
66000
72000
78000
85000
90000
96000
103000
110000
117000
125000
130000
137000
143000
149000
157000
164000
172000
180000
188000
196000
204000
212000
221000
228000
237000
246000
256000
264000
273000
284000
296000
307000
317000
327000
338000
349000
360000
374000
386000
400000
414000
429000
443000
459000
474000
491000
508000
529000
552000
573000
595000
618000
645000
670000
698000
729000
762000
791000
829000
867000
910000
961000
1018000
1080000
1148000
1224000
1323000
1427000
1549000
1742000
2021000
2427000
3761000
